,TITLE,REGION,SPECIFIC REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,lat,lon,MOST_RECENT_REPORT_DATE,REPORT_COUNT,COAST,RIVERS,LAKES,WATERFALLS,OLD GROWTH,FALL FOLIAGE,WILDFLOWERS/MEADOWS,MOUNTAIN VIEWS,SUMMITS,WILDLIFE,RIDGES,ESTABLISHED CAMPSITES,DOGS ALLOWED ON LEASH,NO DOGS,KID FRIENDLY,REQUIRED PASSES,URL
3789,Equestrian Loop,Issaquah Alps,Squak Mountain,2.4,one-way,720.0,1260.0,4.0,4,47.48173805,-122.0540446,11/7/21 0:00,9,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/equestrian-loops
3790,Deer Lake,Olympic Peninsula,Northern Coast,8.0,roundtrip,1650.0,,2.5,12,47.92773074,-123.8239861,9/4/21 0:00,109,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,National Park Pass,https://www.wta.org/go-hiking/hikes/deer-lake-1
3791,Deceiver,Issaquah Alps,Cougar Mountain,1.0,one-way,1440.0,250.0,3.4,5,47.51009197,-122.0872074,3/13/21 0:00,75,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/deceiver
3792,Cougar Pass,Issaquah Alps,Cougar Mountain,0.2,one-way,80.0,1300.0,2.0,4,47.53389265,-122.1138954,8/7/21 0:00,64,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/cougar-pass
3793,Garfield Nature Trail,Olympic Peninsula,Olympia,0.7,roundtrip,,,0.0,0,47.050969,-122.918471,3/22/20 0:00,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/garfield-nature-trail
3794,Upper Duckabush,Olympic Peninsula,Hood Canal,16.1,one-way,1500.0,4950.0,3.6,5,47.68428567,-123.0402553,10/3/21 0:00,50,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/upper-duckabush
3795,Aurora Ridge,Olympic Peninsula,Northern Coast,16.8,roundtrip,2500.0,5000.0,3.17,6,48.0536244,-123.9892928,10/7/21 0:00,11,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/aurora-ridge
3796,Fish Lake Trail,Eastern Washington,Spokane Area/Coeur d'Alene,7.6,one-way,,,0.0,0,,,7/27/19 0:00,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/fish-lake-trail
3797,Pulaski Tunnel Trail,Eastern Washington,Spokane Area/Coeur d'Alene,4.0,roundtrip,800.0,3720.0,5.0,3,47.45861827,-115.936017,8/11/20 0:00,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/pulaksi-tunnel-trail
3798,Pacific Crest Trail (PCT) - Stampede Pass to Windy Pass,Snoqualmie Region,Snoqualmie Pass,12.0,one-way,,4500.0,0.0,0,47.28319551,-121.3514131,10/16/21 0:00,14,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/windy-pass-to-stampede-pass
3799,Big Cedar Tree - Quinault,Olympic Peninsula,Olympia,0.5,roundtrip,80.0,100.0,4.0,2,47.47803,-123.90341,7/2/21 0:00,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/big-cedar-tree
3800,Hope Island Marine State Park,Olympic Peninsula,Hood Canal,3.5,trails,,,0.0,0,47.19097289,-122.924931,6/2/21 0:00,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,https://www.wta.org/go-hiking/hikes/hope-island-marine-state-park
3801,Lewis and Clark Trail State Park,Eastern Washington,Palouse and Blue Mountains,0.8,roundtrip,10.0,1400.0,3.0,1,46.2896,-118.07135,4/1/17 0:00,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/lewis-and-clark-trail-state-park
3802,Lake Kelcema Snowshoe,North Cascades,Mountain Loop Highway,10.0,roundtrip,1600.0,3182.0,3.0,3,48.08487387,-121.5523052,3/4/21 0:00,82,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/kelcema-lake-snowshoe
3803,Kirkwood Ranch,Eastern Washington,Palouse and Blue Mountains,10.0,roundtrip,420.0,1600.0,0.0,0,45.63542171,-116.4807984,5/29/20 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/kirkwood-ranch
3804,Mount Spokane State Park - Trail 132,Eastern Washington,Spokane Area/Coeur d'Alene,0.5,one-way,375.0,4794.0,0.0,0,47.90467249,-117.1025012,12/27/20 0:00,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/mount-spokane-trail-132
3805,Elwha River and Lillian River,Olympic Peninsula,Northern Coast,13.5,roundtrip,1200.0,2500.0,4.17,6,47.96758333,-123.58235,8/10/21 0:00,74,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,National Park Pass,https://www.wta.org/go-hiking/hikes/elwha-river
3806,Geophysical Trails,Eastern Washington,Selkirk Range,6.6,roundtrip,210.0,2630.0,0.0,0,48.25383935,-117.1319819,2/1/19 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Discover Pass, Sno-Parks Permit",https://www.wta.org/go-hiking/hikes/geophysical-trails
3807,McCroskey Memorial State Park,Eastern Washington,Palouse and Blue Mountains,,,,,4.0,1,47.07519614,-116.9588828,1/2/19 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/mccroskey-memorial-state-park
3808,Shi Shi Beach and Point of the Arches,Olympic Peninsula,Pacific Coast,8.0,roundtrip,200.0,200.0,4.4,60,48.29371667,-124.6650833,3/14/20 0:00,304,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,https://www.wta.org/go-hiking/hikes/shi-shi-beach-and-point-of-arches
3809,Twanoh State Park,Olympic Peninsula,Hood Canal,2.3,roundtrip,375.0,400.0,3.8,15,47.3774,-122.97385,8/1/21 0:00,63,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/twanoh-state-park
3810,Horse Lake Reserve,Central Washington,Wenatchee,5.2,roundtrip,700.0,2410.0,4.67,6,47.46198492,-120.3827032,9/19/21 0:00,49,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,,https://www.wta.org/go-hiking/hikes/horse-lake-reserve
3811,Kirkland Watershed Park,Puget Sound and Islands,Seattle-Tacoma Area,1.6,trails,,,0.0,0,47.65374481,-122.1882922,5/20/21 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No pass,https://www.wta.org/go-hiking/hikes/kirkland-watershed-park
3812,Rowena Plateau and Tom McCall Point,Southwest Washington,Columbia River Gorge - OR,3.4,roundtrip,1200.0,1750.0,5.0,1,45.68279825,-121.300478,5/13/21 0:00,27,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/rowena-plateau
3813,Chinook,South Cascades,,300.0,roundtrip,,,4.0,5,,,10/31/10 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/chinook
3814,Merrill Lake Conservation Area - Kalama River Falls,South Cascades,Mount St. Helens,7.6,roundtrip,500.0,2120.0,0.0,0,46.11984136,-122.3336864,6/10/21 0:00,12,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,"Discover Pass, Northwest Forest Pass",https://www.wta.org/go-hiking/hikes/kalama-river-falls
3815,Kanaskat-Palmer State Park,Puget Sound and Islands,Seattle-Tacoma Area,3.0,roundtrip,,,4.0,5,47.3183845,-121.9005203,7/10/21 0:00,32,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/kanasket-palmer-state-park
3816,Capitol State Forest - McKenny Trail,Olympic Peninsula,Olympia,13.8,roundtrip,2565.0,1207.0,5.0,1,46.92584626,-123.0594599,3/18/21 0:00,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/capitol-state-forest-mckenny-trail
3817,Silesia Creek,North Cascades,Mount Baker Area,9.0,roundtrip,2680.0,5200.0,3.6,5,48.95166239,-121.6352499,10/5/15 0:00,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/silesia-creek
3818,Northwest Timber Trail,Issaquah Alps,Tiger Mountain,4.4,roundtrip,150.0,1500.0,3.2,15,47.46691667,-121.9332833,8/28/21 0:00,93,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/northwest-timber-trail
3819,Wallace Falls State Park - Greg Ball Trail to Wallace Lake,Central Cascades,Stevens Pass - West,8.2,roundtrip,1500.0,,3.67,18,47.866867,-121.682003,9/6/21 0:00,266,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/wallace-falls-state-park-greg-ball-trail-to-wallace-lake
3820,Wagonwheel Lake,Olympic Peninsula,Hood Canal,5.8,roundtrip,3200.0,4100.0,2.8,15,47.5161,-123.3275833,8/22/21 0:00,123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,National Park Pass,https://www.wta.org/go-hiking/hikes/wagonwheel-lake
3821,Iron Creek Falls,South Cascades,White Pass/Cowlitz River Valley,0.1,one-way,100.0,2800.0,4.0,7,46.33047639,-121.9705153,6/21/21 0:00,16,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/iron-creek-falls
3822,Kachess Ridge / Kachess Beacon,Snoqualmie Region,Snoqualmie Pass,5.8,roundtrip,2200.0,4600.0,3.14,14,47.2672,-121.1737333,11/7/21 0:00,294,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/kachess-ridge
3823,Terrace Creek Park,Puget Sound and Islands,Seattle-Tacoma Area,2.0,roundtrip,80.0,440.0,4.0,3,47.78738321,-122.2980022,5/10/21 0:00,21,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/terrace-creek-park
3824,Sa Teekh Wa Trail,North Cascades,Methow/Sawtooth,0.8,roundtrip,,1760.0,3.5,2,48.48023285,-120.1855373,9/29/20 0:00,11,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/sa-teekh-wa-trail
3825,Rattlesnake Mountain - Grand Prospect,Snoqualmie Region,North Bend Area,8.4,roundtrip,2120.0,3100.0,0.0,0,47.50865706,-121.8447196,10/31/21 0:00,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/rattlesnake-mountain-grand-prospect
3826,Glacial Heritage Preserve,Olympic Peninsula,Olympia,,,,,3.0,1,46.86568461,-123.0513811,4/17/21 0:00,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/glacial-heritage-preserve
3827,Clear Lost Trail to Lost Lake Lookout,South Cascades,White Pass/Cowlitz River Valley,14.0,one-way,3897.0,6316.0,2.57,7,46.62571667,-121.4458833,7/17/21 0:00,22,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/clear-lost-trail-to-lost-lake-lookout
3828,Little Mountain Park - Bonnie and Clyde Loop,Puget Sound and Islands,Bellingham Area,1.6,roundtrip,300.0,934.0,3.5,8,48.39847564,-122.3027886,9/19/21 0:00,68,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/little-mountain-park-bonnie-and-clyde-loop
3829,Coyote Trail,South Cascades,White Pass/Cowlitz River Valley,6.8,one-way,1480.0,6600.0,2.5,2,46.60890817,-121.6272837,9/1/21 0:00,27,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/coyote-trail-79
3830,Cinnamon Trail,South Cascades,Mount St. Helens,8.6,one-way,2900.0,4000.0,3.0,1,46.142931,-122.324099,5/9/21 0:00,6,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/cinnamon-trail
3831,Lily Lake Loop,Puget Sound and Islands,Bellingham Area,5.5,roundtrip,1360.0,2025.0,2.83,6,48.6096695,-122.4259222,8/26/21 0:00,57,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/lily-lake-loop
3832,Port Gamble Forest - Ewok Trail Loop,Olympic Peninsula,Kitsap Peninsula,3.5,roundtrip,,,0.0,0,47.84002205,-122.5875735,9/18/21 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/port-gamble-forest-ewok-trail-loop
3833,Little Spokane River Natural Area - Knothead Loop,Eastern Washington,Spokane Area/Coeur d'Alene,7.0,roundtrip,1000.0,3200.0,4.5,4,47.782806,-117.4966409,10/4/21 0:00,48,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,Discover Pass,https://www.wta.org/go-hiking/hikes/little-spokane-river-natural-area-knothead-loop
3834,Boundary West,South Cascades,Mount St. Helens,10.0,roundtrip,2400.0,4390.0,3.73,11,46.28685,-122.2717,6/20/21 0:00,110,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/boundary-west
3835,Mica Peak to Liberty Lake Traverse,Eastern Washington,Spokane Area/Coeur d'Alene,11.5,one-way,2600.0,5717.0,0.0,0,47.57444121,-117.1354151,11/28/20 0:00,2,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/mica-peak-to-liberty-lake-traverse
3836,Larrabee State Park - North Lost Lake Trail,Puget Sound and Islands,Bellingham Area,9.2,roundtrip,1100.0,,4.0,3,48.7007643,-122.4892558,10/29/21 0:00,63,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/north-lost-lake-trail
3837,Moore Point,Central Cascades,Entiat Mountains/Lake Chelan,,,,,3.75,4,48.23545676,-120.615763,,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/moore-point
3838,K9,Central Cascades,Stevens Pass - West,,,,6242.0,3.0,3,,,11/7/19 0:00,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/k9
3839,Ice Box Peak,Central Cascades,Entiat Mountains/Lake Chelan,,,,8112.0,3.5,4,,,10/11/08 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/icebox-peak
3840,Copper Point,North Cascades,North Cascades Highway - Hwy 20,,,,7840.0,2.67,3,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/copper-point
3841,Mount Daniel,Snoqualmie Region,Salmon La Sac/Teanaway,18.0,roundtrip,5100.0,7960.0,4.2,5,47.5434484,-121.0971175,9/25/21 0:00,118,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/mount-daniel
3842,Lion Rock,Central Cascades,Blewett Pass,,,,6360.0,3.8,5,47.25228724,-120.5855969,10/2/21 0:00,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lion-rock
3843,Jerry Lakes,North Cascades,North Cascades Highway - Hwy 20,,,,,3.0,4,,,9/1/20 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/jerry-lakes
3844,Little Bulger Peak,Snoqualmie Region,North Bend Area,,,,,2.25,4,,,9/10/08 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/little-bulger-peak
3845,Pyramid Creek Camp,Mount Rainier Area,SW - Longmire/Paradise,6.6,roundtrip,1060.0,3880.0,4.0,4,46.74966667,-121.81065,6/24/21 0:00,14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,,https://www.wta.org/go-hiking/hikes/pyramid-creek-camp
3846,Paradise River,Mount Rainier Area,SW - Longmire/Paradise,,,,,3.5,4,46.75006504,-121.8123293,9/28/20 0:00,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/paradise-river
3847,Mount Rainier Summit,Mount Rainier Area,SW - Longmire/Paradise,,,,,3.57,7,46.84986069,-121.7614746,8/8/21 0:00,37,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,https://www.wta.org/go-hiking/hikes/mount-rainier
3848,Lake West,Mount Rainier Area,SW - Longmire/Paradise,,,,,3.0,4,,,6/1/19 0:00,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/lake-west
3849,Kloochman Rock,South Cascades,White Pass/Cowlitz River Valley,,,,,3.5,4,46.63064106,-121.0813222,8/11/19 0:00,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/kloochman-rock
3850,Horseshoe Ridge,Southwest Washington,Lewis River Region,11.9,roundtrip,3300.0,3475.0,2.6,5,45.9465,-122.17785,6/3/17 0:00,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/horseshoe-ridge
3851,Eagle Pass,Central Cascades,,,,,,5.0,4,,,7/24/20 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/eagle-pass
3852,Camp Muir Snowshoe,Mount Rainier Area,SW - Longmire/Paradise,10.0,roundtrip,4400.0,10000.0,3.5,4,46.78622,-121.7353718,8/4/21 0:00,75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,https://www.wta.org/go-hiking/hikes/camp-muir-snowshoe
3853,Busywild Overlook Snowshoe,Mount Rainier Area,SW - Longmire/Paradise,6.5,roundtrip,900.0,3500.0,2.67,3,46.7735429,-121.9473624,12/24/20 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sno-Parks Permit,https://www.wta.org/go-hiking/hikes/busywild-overlook-snowshoe
3854,Beaver Valley,Issaquah Alps,Tiger Mountain,,,,,2.8,5,,,6/7/13 0:00,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/beaver-valley
3855,Wahpenayo Peak,Mount Rainier Area,SW - Longmire/Paradise,,,,,3.6,5,46.746473,-121.7940139,8/13/18 0:00,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/wahpenayo-peak
3856,Soda Springs Big Trees,Central Cascades,Stevens Pass - East,0.5,roundtrip,50.0,2250.0,2.25,4,47.85806667,-120.9701,7/5/21 0:00,8,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,,https://www.wta.org/go-hiking/hikes/soda-springs-big-trees
3857,Wildcat,South Cascades,,,,,,2.25,4,,,5/10/15 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/wildcat
3858,Snagtooth Falls,South Cascades,,,,,,3.25,4,,,5/26/12 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/snagtooth-falls
3859,South Fork Tieton River,Central Washington,Yakima,4.0,roundtrip,,1860.0,3.33,6,46.50873092,-121.28093,8/19/21 0:00,34,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/south-fork-tieton-river
3860,South Cascade,North Cascades,,,,,,3.25,4,,,9/3/06 0:00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/south-cascade
3861,Snagtooth Ridge,North Cascades,,,,,,2.25,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/snagtooth-ridge
3862,Smithbrook,Central Cascades,Stevens Pass - East,,,,,3.11,9,47.78421136,-121.0387802,9/4/21 0:00,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/smithbrook
3863,Scout Lake,Olympic Peninsula,Hood Canal,21.2,roundtrip,,,2.25,4,,,8/12/21 0:00,13,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,https://www.wta.org/go-hiking/hikes/scout-lake
3864,Scho Horse Pasture,North Cascades,,,,,,2.5,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/scho-horse-pasture
3865,Schalow,North Cascades,Pasayten,,,,,3.25,4,48.58749489,-119.6943927,6/28/20 0:00,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/schalow
3866,Seal Rock,Olympic Peninsula,Hood Canal,,,,,2.25,4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/seal-rock
3867,Sculpture Rock,Central Cascades,,,,,,4.0,5,47.32867468,-120.6585637,9/23/21 0:00,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/sculpture-rock
3868,East Side Trail,Issaquah Alps,Squak Mountain,2.6,roundtrip,,,3.2,5,47.51062461,-122.0433936,7/31/21 0:00,58,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/east-side
3869,East Fork,Issaquah Alps,Cougar Mountain,1.4,roundtrip,,,3.5,4,47.52817169,-122.0959823,2/24/21 0:00,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/east-fork
3870,Eagle Lake Fisherman's Trail,Central Cascades,Stevens Pass - West,5.0,roundtrip,712.0,3888.0,4.18,11,47.77804011,-121.3847637,9/25/21 0:00,123,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/eagle-lake-fishermans-trail
3871,East Crater,South Cascades,Mount Adams Area,5.0,roundtrip,900.0,4900.0,3.4,5,45.9812856,-121.7580182,7/9/20 0:00,14,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,,https://www.wta.org/go-hiking/hikes/east-crater
3872,Squak Mountain Access Trail,Issaquah Alps,Squak Mountain,2.0,roundtrip,,,3.2,5,47.51792891,-122.0366988,5/16/21 0:00,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,No pass,https://www.wta.org/go-hiking/hikes/east-access
3873,Deschutes River,Southwest Washington,Columbia River Gorge - OR,4.6,roundtrip,650.0,750.0,0.0,0,45.63421312,-120.9084816,4/28/21 0:00,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/deschutes-river
3874,Deer Creek to Tipsoo Lake,Mount Rainier Area,SE - Cayuse Pass/Stevens Canyon,10.0,roundtrip,2850.0,5375.0,2.33,3,46.83353333,-121.5351167,9/1/20 0:00,7,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,No pass,https://www.wta.org/go-hiking/hikes/deer-creek-to-tipsoo-lake
3875,Dirtybox Peak,Snoqualmie Region,North Bend Area,,,,,5.0,2,47.4633794,-121.6708374,11/2/21 0:00,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Discover Pass,https://www.wta.org/go-hiking/hikes/dirtybox-peak
3876,Deception Pass State Park - North Beach,Puget Sound and Islands,Bellingham Area,1.8,roundtrip,100.0,,4.5,8,48.40083028,-122.6620102,9/9/21 0:00,75,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,Discover Pass,https://www.wta.org/go-hiking/hikes/deception-pass-state-park-north-beach
3877,Divide Camp,South Cascades,Mount Adams Area,5.8,roundtrip,1400.0,6100.0,2.17,6,46.27281735,-121.5650082,8/28/21 0:00,31,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/divide-camp
3878,Domerie Peak,Snoqualmie Region,Cle Elum Area,18.0,roundtrip,,,2.0,4,47.34636759,-121.1470684,9/22/20 0:00,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/domerie-peak
3879,Copper Mountain,Olympic Peninsula,Hood Canal,5.0,roundtrip,4400.0,,0.0,0,,,10/3/20 0:00,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/copper-mountain-1
3880,Copper Creek Hut Snowshoe,Mount Rainier Area,SW - Longmire/Paradise,8.8,roundtrip,1040.0,4200.0,3.75,4,46.77844402,-122.0233011,3/20/21 0:00,82,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Sno-Parks Permit,https://www.wta.org/go-hiking/hikes/copper-creek-hut-snowshoe
3881,Coyote Wall,Southwest Washington,Columbia River Gorge - WA,,,,,2.75,4,45.69996154,-121.4033867,5/30/21 0:00,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/coyote-wall
3882,Courtney Peak,North Cascades,Methow/Sawtooth,,,,8392.0,4.0,1,48.2604187,-120.4431484,10/3/21 0:00,13,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/courtney-peak
3883,Craggy Peak,South Cascades,Dark Divide,11.0,roundtrip,1800.0,5275.0,3.17,6,46.21335,-121.9163333,7/8/21 0:00,4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,Northwest Forest Pass,https://www.wta.org/go-hiking/hikes/craggy-peak
3884,Cramer Lake Snowshoe,South Cascades,White Pass/Cowlitz River Valley,7.0,roundtrip,840.0,5080.0,4.0,2,46.65485647,-121.3615894,2/20/20 0:00,5,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,No pass,https://www.wta.org/go-hiking/hikes/cramer-lake-snowshoe
3885,Crystal Mountain Resort,Mount Rainier Area,Chinook Pass - Hwy 410,2.0,roundtrip,,,0.0,0,46.935667,-121.4742568,7/25/21 0:00,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,https://www.wta.org/go-hiking/hikes/crystal-mountain-resort
3886,Corral Pass Snowshoe,Mount Rainier Area,Chinook Pass - Hwy 410,11.5,roundtrip,2800.0,5700.0,0.0,0,46.99945594,-121.5283585,8/8/21 0:00,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,No pass,https://www.wta.org/go-hiking/hikes/corral-pass-snowshoe
3887,Crofton Butte,South Cascades,Mount Adams Area,4.0,roundtrip,600.0,4750.0,2.75,8,46.1216,-121.5612167,6/19/21 0:00,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,,https://www.wta.org/go-hiking/hikes/crofton-butte
